"","ID","Country","CID","startdate","enddate","status","progress","Duration","finished","recordeddate","responseid","distributionchannel","userlanguage","q_recaptchascore","q1","q108","q109","q_example1","q_example_2","example1payoff","series_1_question","series2_question","series3_question","followuplotteries_1","followuplotteries_2","followuplotteries_3","trust","farm_risks_1","farm_risks_2","farm_risks_3","farm_risks_4","farm_risks_5","risk_attitude_1","risk_attitude_2","risk_attitude_3","risk_attitude_4","gender","birth","birth_4_text","hhsize","hhsize_4_text","children","children_4_text","hh_income","wealth","education","q85","q85_8_text","q80","q80_8_text","q86_4","q100","q101_1","q90","q90_4_text","q99","q99_5_text","q92","q92_4_text","q93","q102","share_subsidies_1","q17","Age","NbChildren","EducSup","Trust","FarmSize","LandOwned","IndivOwner","Difficult","ChoiceRandom","ToomanyLot","Sex","IDfarm","pw","DateEnquete"
"55",55,"Austria","Austria55","2021-12-08 10:41:18","2021-12-08 10:52:54",0,100,  00:11:35,1,"2021-12-08 10:52:55","R_1dakWrjtQXn6TU0","anonymous","DE",1,1,1,4,3,6,4,6,11,4,2,2,1,4,1,1,3,2,1,5,4,4,5,1,4,1976,4,"3",4,"0",8,13,3,NA,18,NA,NA,100,2,NA,1,"",4,"",1,"",1,15,38,"",45,0,0,0,0.18,1,1,2,2,1,"Males",NA,NA,NA
"56",56,"Austria","Austria56","2021-12-08 10:53:03","2021-12-08 11:04:16",0,100,  00:11:12,1,"2021-12-08 11:04:16","R_1ODCZIoYUS2iDqk","anonymous","DE",1,1,5,4,3,6,4,5,0,2,2,2,84,4,2,1,2,2,3,6,7,6,7,1,4,1983,4,"3",4,"0",8,13,5,NA,3.5,NA,NA,100,2,NA,10,"",3,"",1,"",5,15,50,"",38,0,1,0,0.035,1,1,2,2,4,"Males",NA,NA,NA
"57",57,"Austria","Austria57","2021-12-08 10:51:19","2021-12-08 11:04:59",0,100,  00:13:40,1,"2021-12-08 11:05:00","R_1prhTL6qHTKcGBw","anonymous","DE",1,1,4,4,3,6,4,6,11,4,2,2,1,4,1,1,3,2,1,5,4,4,5,1,4,1976,4,"3",4,"1",6,13,3,NA,17,NA,NA,100,2,NA,1,"",4,"",1,"",8,15,38,"",45,1,0,0,0.17,1,1,2,2,1,"Males",NA,NA,NA
"58",58,"Austria","Austria58","2021-12-08 11:05:43","2021-12-08 11:14:13",0,100,  00:08:30,1,"2021-12-08 11:14:15","R_3n1LeiL872Md5ru","anonymous","DE",1,1,1,1,3,6,4,12,6,1,3,84,3,4,2,2,1,2,2,4,5,4,6,1,4,1959,4,"1",4,"0",6,12,5,NA,25,NA,NA,100,2,NA,1,"",4,"",1,"",1,15,NA,"",62,0,1,0,0.25,1,1,3,4,3,"Males",NA,NA,NA
"59",59,"Austria","Austria59","2021-12-08 11:04:25","2021-12-08 11:15:36",0,100,  00:11:10,1,"2021-12-08 11:15:38","R_1pA9TNi4uyzLINc","anonymous","DE",1,1,5,1,3,6,4,0,0,7,2,1,2,4,1,1,2,1,2,4,4,1,5,1,4,1960,4,"2",4,"0",1,13,3,NA,19,NA,NA,100,2,NA,1,"",4,"",1,"",8,15,44,"",61,0,0,0,0.19,1,1,2,1,2,"Males",NA,NA,NA
"60",60,"Austria","Austria60","2021-12-08 20:48:48","2021-12-08 20:50:49",0,100,  00:02:00,1,"2021-12-08 20:50:50","R_2EzLDHDLCx97aBY","anonymous","DE",0.899999976158142,1,5,4,3,6,4,5,0,2,2,2,84,4,1,1,2,3,2,6,6,5,5,1,4,1986,4,"5",4,"1",8,14,7,NA,100,NA,NA,100,1,45,1,"",4,"",1,"",1,13,34,"",35,1,1,0,1,1,1,2,2,4,"Males",NA,NA,NA
"61",61,"Austria","Austria61","2021-12-08 20:51:24","2021-12-08 20:53:05",0,100,  00:01:40,1,"2021-12-08 20:53:05","R_3Gg0NG0SGGPKu3d","anonymous","DE",1,1,4,1,3,6,NA,0,14,7,2,1,2,1,2,1,2,3,1,6,6,6,5,2,4,1999,4,"5",4,"2",6,12,3,NA,14,NA,NA,0,2,NA,11,"",1,"",2,"",1,15,47,"",22,2,0,1,0.14,0,0,2,1,2,"Females",NA,NA,NA
"62",62,"Austria","Austria62","2021-12-08 20:56:09","2021-12-08 20:59:40",0,100,  00:03:30,1,"2021-12-08 20:59:41","R_6zBvjvkfOVhCp1f","anonymous","DE",1,1,1,1,3,6,NA,0,0,1,2,85,2,1,2,1,2,3,3,6,6,6,4,1,4,1963,4,"6",4,"1",6,13,4,NA,65,NA,NA,100,1,56,5,"",4,"",1,"",5,16,36,"",58,1,1,1,0.65,1,1,2,5,2,"Males",NA,NA,NA
"63",63,"Austria","Austria63","2021-12-08 21:04:36","2021-12-08 21:06:01",0,100,  00:01:24,1,"2021-12-08 21:06:01","R_vePb103wcyC9eyB","anonymous","DE",1,1,1,4,3,6,4,7,6,1,2,84,1,1,1,1,1,1,2,4,4,5,5,1,4,1958,4,"6",4,"1",9,14,7,NA,450,NA,NA,34,1,34,1,"",2,"",2,"",5,13,34,"",63,1,1,1,4.5,0.34,0,2,4,1,"Males",NA,NA,NA
"64",64,"Austria","Austria64","2021-12-08 21:07:09","2021-12-08 21:08:25",0,100,  00:01:15,1,"2021-12-08 21:08:26","R_1j8KYgleCjIs5l5","anonymous","DE",1,1,1,1,3,6,NA,10,4,2,1,1,1,1,4,1,2,3,1,6,6,4,4,2,4,1985,4,"3",4,"1",6,12,5,NA,24,NA,NA,100,2,NA,5,"",4,"",1,"",5,15,35,"",36,1,1,1,0.24,1,1,1,1,1,"Females",NA,NA,NA
"65",65,"Austria","Austria65","2021-12-08 21:11:02","2021-12-08 21:12:12",0,100,  00:01:09,1,"2021-12-08 21:12:12","R_3EGTLgJTrwdc72x","anonymous","DE",1,1,1,4,3,6,NA,8,6,6,85,85,1,4,1,2,3,1,3,6,4,6,4,1,4,1985,4,"2",4,"0",5,12,3,NA,10,NA,NA,100,2,NA,5,"",2,"",1,"",6,15,31,"",36,0,0,0,0.1,1,1,5,5,1,"Males",NA,NA,NA
"66",66,"Austria","Austria66","2021-12-08 21:12:25","2021-12-08 21:13:43",0,100,  00:01:17,1,"2021-12-08 21:13:44","R_1CDT5pByESi3SSs","anonymous","DE",1,1,5,4,3,6,NA,6,8,6,2,2,84,1,1,3,3,1,3,6,6,4,4,2,4,1973,4,"4",4,"1",6,13,1,NA,15,NA,NA,100,2,NA,11,"",3,"",2,"",5,15,24,"",48,1,0,1,0.15,1,0,2,2,4,"Females",NA,NA,NA
"67",67,"Austria","Austria67","2021-12-08 21:14:05","2021-12-08 21:15:17",0,100,  00:01:12,1,"2021-12-08 21:15:18","R_1pF1WKDRjVKbR4m","anonymous","DE",1,1,5,4,3,6,4,10,8,3,2,1,1,1,1,2,3,3,1,6,4,4,4,2,4,1987,4,"5",4,"2",6,13,5,NA,31,NA,NA,100,2,NA,1,"",1,"",2,"",5,15,NA,"",34,2,1,1,0.31,1,0,2,1,1,"Females",NA,NA,NA
"68",68,"Austria","Austria68","2021-12-08 21:15:40","2021-12-08 21:16:41",0,100,  00:01:01,1,"2021-12-08 21:16:41","R_1ik97kTVbgDHINv","anonymous","DE",1,1,1,1,3,6,4,4,4,4,3,3,3,4,3,2,2,3,3,5,5,6,5,2,NA,NA,4,"4",4,"1",6,13,8,NA,23,NA,NA,100,2,NA,1,"",1,"",1,"",5,15,NA,"",NA,1,1,0,0.23,1,1,3,3,3,"Females",NA,NA,NA
"69",69,"Austria","Austria69","2021-12-08 21:17:11","2021-12-08 21:18:31",0,100,  00:01:19,1,"2021-12-08 21:18:31","R_2wvmtxBdfNACUMj","anonymous","DE",1,1,1,1,3,6,4,2,2,2,3,3,84,1,4,4,3,4,3,6,6,5,5,2,4,1967,4,"2",NA,"",6,13,7,NA,25,NA,NA,100,2,NA,1,"",3,"",1,"",7,15,NA,"",54,NA,1,1,0.25,1,1,3,3,4,"Females",NA,NA,NA
"70",70,"Austria","Austria70","2021-12-08 21:19:54","2021-12-08 21:21:25",0,100,  00:01:31,1,"2021-12-08 21:21:25","R_1o0y6omuO3X3AT8","anonymous","DE",1,1,4,4,3,6,4,12,0,0,2,3,2,1,2,1,2,2,3,4,5,6,4,2,4,1998,4,"8",4,"3",6,12,5,NA,6,NA,NA,0,2,NA,11,"",1,"",1,"",1,15,NA,"",23,3,1,1,0.06,0,1,2,3,2,"Females",NA,NA,NA
"71",71,"Austria","Austria71","2021-12-08 21:21:46","2021-12-08 21:22:55",0,100,  00:01:09,1,"2021-12-08 21:22:56","R_su0WFowicRPhjtn","anonymous","DE",1,1,1,1,3,6,4,4,6,1,2,2,3,4,1,1,1,1,2,5,4,1,4,1,4,1966,4,"2",NA,"",5,12,1,NA,25,NA,NA,100,2,NA,11,"",1,"",1,"",5,15,NA,"",55,NA,0,0,0.25,1,1,2,2,3,"Males",NA,NA,NA
"72",72,"Austria","Austria72","2021-12-08 21:23:18","2021-12-08 21:24:23",0,100,  00:01:04,1,"2021-12-08 21:24:25","R_4HPeiyNCNMQEqjL","anonymous","DE",1,1,1,1,3,6,4,5,6,2,2,1,1,4,1,1,2,3,2,6,6,5,5,1,4,1986,4,"3",4,"0",6,13,4,NA,25,NA,NA,100,2,NA,1,"",1,"",1,"",5,15,NA,"Wenn der gewonnene Betrag zu klein ist, keine Auszahlung.",35,0,1,0,0.25,1,1,2,1,1,"Males",NA,NA,NA
"73",73,"Austria","Austria73","2021-12-08 21:24:53","2021-12-08 21:25:51",0,100,  00:00:58,1,"2021-12-08 21:25:53","R_20Z1WJowcML4RLV","anonymous","DE",1,1,1,1,3,6,4,5,0,2,2,2,84,4,2,1,2,2,1,6,7,6,7,1,4,1965,4,"3",NA,"",6,12,4,NA,4.5,NA,NA,100,2,NA,5,"",1,"",1,"",5,15,NA,"",56,NA,1,0,0.045,1,1,2,2,4,"Males",NA,NA,NA
"74",74,"Austria","Austria74","2021-12-08 21:26:52","2021-12-08 21:28:00",0,100,  00:01:07,1,"2021-12-08 21:28:00","R_1jBqmGQIZ0VqOrv","anonymous","DE",1,1,1,1,3,6,4,6,11,4,2,1,2,4,1,1,3,2,1,5,6,4,5,2,4,1976,4,"3",4,"1",6,13,7,NA,16,NA,NA,100,2,NA,1,"",1,"",1,"",5,15,NA,"",45,1,1,0,0.16,1,1,2,1,2,"Females",NA,NA,NA
"75",75,"Austria","Austria75","2021-12-08 21:28:49","2021-12-08 21:30:09",0,100,  00:01:19,1,"2021-12-08 21:30:09","R_271Z0MAmbzqDsT0","anonymous","DE",1,1,1,1,3,6,4,11,14,3,3,3,84,4,1,2,1,1,1,4,6,6,5,2,4,1959,4,"3",NA,"",12,16,1,NA,35,NA,NA,100,2,NA,1,"",4,"",1,"",7,16,NA,"",62,NA,0,0,0.35,1,1,3,3,4,"Females",NA,NA,NA
"76",76,"Austria","Austria76","2021-12-08 21:30:49","2021-12-08 21:31:49",0,100,  00:01:00,1,"2021-12-08 21:31:49","R_2z5UkOIf82wLpYM","anonymous","DE",1,1,1,1,3,6,4,5,5,2,84,1,84,4,2,3,2,2,1,4,6,1,5,1,4,1955,NA,"",NA,"",12,16,3,NA,75,NA,NA,100,2,NA,5,"",4,"",1,"",8,16,NA,"",66,NA,0,0,0.75,1,1,4,1,4,"Males",NA,NA,NA
"77",77,"Austria","Austria77","2021-12-08 21:32:57","2021-12-08 21:34:09",0,100,  00:01:12,1,"2021-12-08 21:34:10","R_2yllNMGxXeqH6uY","anonymous","DE",1,1,5,4,3,6,4,0,9,7,2,1,2,1,1,1,2,1,2,4,4,1,5,2,4,1963,4,"7",4,"2",8,13,3,NA,25,NA,NA,94,2,NA,1,"",1,"",2,"",1,15,NA,"",58,2,0,1,0.25,0.94,0,2,1,2,"Females",NA,NA,NA
"78",78,"Austria","Austria78","2021-12-08 21:34:27","2021-12-08 21:35:46",0,100,  00:01:18,1,"2021-12-08 21:35:46","R_30oXIfPT4NHas9j","anonymous","DE",1,1,5,4,3,6,4,7,5,5,84,85,84,1,1,3,2,2,1,6,5,4,4,2,4,1965,4,"5",4,"2",6,13,4,NA,51,NA,NA,36,2,NA,1,"",1,"",2,"",5,16,NA,"",56,2,1,1,0.51,0.36,0,4,5,4,"Females",NA,NA,NA
"79",79,"Austria","Austria79","2021-12-08 21:36:26","2021-12-08 21:37:36",0,100,  00:01:10,1,"2021-12-08 21:37:37","R_2YwVW1S4LL7pqC2","anonymous","DE",1,1,4,1,3,6,4,6,0,1,84,1,2,1,1,1,2,3,1,6,6,4,5,1,4,1972,4,"4",4,"2",6,13,7,NA,40,NA,NA,0,2,NA,1,"",1,"",1,"",6,16,36,"",49,2,1,1,0.4,0,1,4,1,2,"Males",NA,NA,NA
"80",80,"Austria","Austria80","2021-12-08 21:37:54","2021-12-08 21:39:18",0,100,  00:01:24,1,"2021-12-08 21:39:18","R_AsQedTrmd9bsvgB","anonymous","DE",1,1,1,1,3,6,4,12,6,1,84,3,3,1,2,2,1,2,2,4,5,4,6,2,4,1985,4,"2",NA,"",6,13,7,NA,20,NA,NA,100,2,NA,1,"",1,"",1,"",1,15,46,"",36,NA,1,1,0.2,1,1,4,3,3,"Females",NA,NA,NA
"81",81,"Austria","Austria81","2021-12-08 21:39:36","2021-12-08 21:40:56",0,100,  00:01:20,1,"2021-12-08 21:40:58","R_uqBRx1OgqDSYzAd","anonymous","DE",1,1,1,1,3,6,4,11,0,0,1,84,3,4,2,1,1,2,2,4,4,6,6,1,4,1983,4,"6",4,"1",8,14,7,NA,33,NA,NA,100,2,NA,11,"",1,"",1,"",5,15,46,"",38,1,1,0,0.33,1,1,1,4,3,"Males",NA,NA,NA
"82",82,"Austria","Austria82","2021-12-08 21:41:10","2021-12-08 21:42:18",0,100,  00:01:07,1,"2021-12-08 21:42:18","R_265sUvKWU9jRhhq","anonymous","DE",1,1,5,4,3,6,4,10,8,3,1,2,1,1,4,1,2,3,1,4,4,6,6,2,4,1984,4,"5",4,"3",6,13,7,NA,13,NA,NA,100,2,NA,11,"",1,"",2,"",5,15,NA,"",37,3,1,1,0.13,1,0,1,2,1,"Females",NA,NA,NA
"83",83,"Austria","Austria83","2021-12-08 21:42:56","2021-12-08 21:44:23",0,100,  00:01:26,1,"2021-12-08 21:44:23","R_2BkrrLUeNblLIJY","anonymous","DE",1,1,1,1,3,6,NA,4,4,4,3,84,3,4,3,2,3,2,3,5,5,5,NA,1,NA,NA,NA,"",NA,"",5,13,2,NA,41,NA,NA,80,2,NA,1,"",4,"",1,"",1,15,NA,"",NA,NA,0,0,0.41,0.8,1,3,4,3,"Males",NA,NA,NA
"84",84,"Austria","Austria84","2021-12-08 21:44:48","2021-12-08 21:46:08",0,100,  00:01:20,1,"2021-12-08 21:46:09","R_3QWdZiyMqOPW8XJ","anonymous","DE",1,1,1,1,3,6,4,5,6,1,1,1,1,4,1,1,1,1,1,5,4,1,4,1,4,1963,4,"2",NA,"",5,12,1,NA,7.5,NA,NA,100,2,NA,11,"",1,"",1,"",6,14,0,"",58,NA,0,0,0.075,1,1,1,1,1,"Males",NA,NA,NA
"85",85,"Austria","Austria85","2021-12-08 21:46:23","2021-12-08 21:47:42",0,100,  00:01:18,1,"2021-12-08 21:47:42","R_0qv9aY8OA58vHwt","anonymous","DE",1,1,5,4,3,6,4,5,6,1,2,2,2,4,1,1,1,1,1,5,4,1,4,1,4,1953,4,"2",4,"0",1,12,4,NA,25,NA,NA,100,2,NA,11,"",1,"",1,"",6,NA,NA,"",68,0,1,0,0.25,1,1,2,2,2,"Males",NA,NA,NA
"86",86,"Austria","Austria86","2021-12-08 21:48:54","2021-12-08 21:50:08",0,100,  00:01:13,1,"2021-12-08 21:50:09","R_DT6CfGXzkW7gFrj","anonymous","DE",1,1,1,1,3,6,4,3,9,1,2,3,1,1,1,2,2,3,2,5,6,1,4,2,4,1966,4,"2",4,"0",5,13,3,NA,85,NA,NA,100,2,NA,1,"",4,"",1,"",6,NA,NA,"",55,0,0,1,0.85,1,1,2,3,1,"Females",NA,NA,NA
"87",87,"Austria","Austria87","2021-12-08 21:50:43","2021-12-08 21:51:47",0,100,  00:01:04,1,"2021-12-08 21:51:48","R_O6H9Qe4lkmazjwt","anonymous","DE",1,1,4,1,3,6,4,5,6,2,1,1,2,4,1,1,2,3,2,6,6,5,5,1,4,1986,4,"3",4,"0",6,13,4,NA,75,NA,NA,100,2,NA,1,"",4,"",1,"",6,15,46,"",35,0,1,0,0.75,1,1,1,1,2,"Males",NA,NA,NA
"88",88,"Austria","Austria88","2021-12-08 21:52:11","2021-12-08 21:53:32",0,100,  00:01:20,1,"2021-12-08 21:53:34","R_2wKytrlBDs9Y6Qn","anonymous","DE",1,1,1,1,3,6,4,5,0,2,84,2,2,4,2,1,2,2,3,6,7,6,7,1,4,1963,4,"5",4,"1",6,12,3,NA,3.5,NA,NA,100,2,NA,5,"",1,"",1,"",5,14,NA,"",58,1,0,0,0.035,1,1,4,2,2,"Males",NA,NA,NA
"89",89,"Austria","Austria89","2021-12-08 21:53:46","2021-12-08 21:56:23",0,100,  00:02:36,1,"2021-12-08 21:56:23","R_3HRngmNWvNRvd5v","anonymous","DE",1,1,1,1,3,6,NA,12,0,0,2,2,1,4,1,1,1,2,2,6,5,6,6,2,4,1990,4,"5",4,"1",6,14,5,NA,136,NA,NA,69,2,NA,1,"",4,"",2,"",1,18,46,"",31,1,1,0,1.36,0.69,0,2,2,1,"Females",NA,NA,NA
"90",90,"Austria","Austria90","2021-12-08 21:56:38","2021-12-08 21:57:48",0,100,  00:01:09,1,"2021-12-08 21:57:48","R_3k1ir0TCl8tCUR4","anonymous","DE",1,1,1,1,3,6,4,5,11,4,2,2,1,4,1,1,3,2,3,5,6,4,5,1,4,1976,4,"3",4,"1",5,13,2,NA,16,NA,NA,100,2,NA,1,"",1,"",1,"",5,15,NA,"",45,1,0,0,0.16,1,1,2,2,1,"Males",NA,NA,NA
"91",91,"Austria","Austria91","2021-12-08 21:59:13","2021-12-08 22:01:34",0,100,  00:02:21,1,"2021-12-08 22:01:35","R_2pXY8aCT2T80aib","anonymous","DE",1,1,1,1,3,6,NA,0,14,0,3,3,2,4,1,1,2,2,3,1,1,4,5,1,4,1983,4,"6",4,"2",6,13,3,NA,7,NA,NA,100,2,NA,1,"",1,"",1,"",1,14,26,"",38,2,0,0,0.07,1,1,3,3,2,"Males",NA,NA,NA
"92",92,"Austria","Austria92","2021-12-08 22:04:26","2021-12-08 22:06:47",0,100,  00:02:21,1,"2021-12-08 22:06:49","R_3Dis4dkwu0yiuHQ","anonymous","DE",1,1,1,4,3,6,NA,2,9,0,2,3,84,4,1,1,1,2,3,4,6,5,6,2,4,1999,4,"6",4,"2",6,13,5,NA,23,NA,NA,100,2,NA,1,"",4,"",1,"",1,14,24,"",22,2,1,0,0.23,1,1,2,3,4,"Females",NA,NA,NA
"93",93,"Austria","Austria93","2021-12-08 22:07:34","2021-12-08 22:10:08",0,100,  00:02:34,1,"2021-12-08 22:10:08","R_2CPopmPsbY8loIE","anonymous","DE",1,1,1,1,3,6,NA,0,0,3,2,2,3,1,1,1,2,3,3,6,4,5,5,1,4,1978,4,"6",4,"1",6,12,7,NA,25,NA,NA,100,2,NA,1,"",4,"",1,"",1,15,25,"",43,1,1,1,0.25,1,1,2,2,3,"Males",NA,NA,NA
"94",94,"Austria","Austria94","2021-12-08 22:13:26","2021-12-08 22:15:52",0,100,  00:02:25,1,"2021-12-08 22:15:54","R_surpEeurfgRcZON","anonymous","DE",1,1,1,1,3,6,NA,5,0,2,1,2,2,4,1,1,2,3,3,5,5,6,6,1,4,1984,4,"4",4,"0",8,14,7,NA,195,NA,NA,72,2,NA,1,"",4,"",1,"",1,5,NA,"",37,0,1,0,1.95,0.72,1,1,2,2,"Males",NA,NA,NA
"95",95,"Austria","Austria95","2021-12-08 22:16:16","2021-12-08 22:17:14",0,100,  00:00:58,1,"2021-12-08 22:17:14","R_3OjotLt1YonK2DZ","anonymous","DE",1,1,4,1,3,6,NA,12,0,7,2,3,2,4,1,2,2,1,2,5,6,4,6,2,4,1985,4,"5",4,"2",6,12,3,NA,6,NA,NA,0,2,NA,11,"",NA,"",1,"",1,14,NA,"",36,2,0,0,0.06,0,1,2,3,2,"Females",NA,NA,NA
"96",96,"Austria","Austria96","2021-12-08 22:20:05","2021-12-08 22:21:04",0,100,  00:00:58,1,"2021-12-08 22:21:04","R_3q7oj4ujF3xkUD4","anonymous","DE",1,1,1,1,3,6,4,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",12,16,8,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,"Austria","Austria97","2021-12-08 22:21:30","2021-12-08 22:23:03",0,100,  00:01:32,1,"2021-12-08 22:23:03","R_3m8KM1odlVkiFKU","anonymous","DE",1,1,1,1,3,6,NA,12,14,1,1,2,2,1,1,2,3,1,2,6,6,6,5,2,4,1963,4,"5",4,"1",6,13,3,NA,140,NA,NA,62,1,66,5,"",4,"",2,"",1,13,30,"",58,1,0,1,1.4,0.62,0,1,2,2,"Females",NA,NA,NA
"98",98,"Austria","Austria98","2021-12-08 22:23:33","2021-12-08 22:24:45",0,100,  00:01:12,1,"2021-12-08 22:24:47","R_3pgcfE77DRbzxeE","anonymous","DE",1,1,4,1,3,6,4,3,8,0,84,3,3,1,2,1,2,2,3,6,4,5,6,2,4,1995,4,"4",4,"2",6,12,5,NA,5,NA,NA,0,2,NA,11,"",1,"",1,"",1,15,43,"",26,2,1,1,0.05,0,1,4,3,3,"Females",NA,NA,NA
"99",99,"Austria","Austria99","2021-12-08 22:24:59","2021-12-08 22:26:58",0,100,  00:01:59,1,"2021-12-08 22:26:58","R_REJcHUHJi2mnAXL","anonymous","DE",1,1,1,4,3,6,4,3,7,2,3,3,84,1,1,3,2,2,2,4,6,6,6,1,4,1962,4,"4",4,"0",8,14,5,NA,476,NA,NA,64,1,22,1,"",1,"",2,"",5,5,35,"",59,0,1,1,4.76,0.64,0,3,3,4,"Males",NA,NA,NA
"100",100,"Austria","Austria100","2021-12-08 22:27:14","2021-12-08 22:28:35",0,100,  00:01:21,1,"2021-12-08 22:28:35","R_2TTNnGIbjxR9I9N","anonymous","DE",1,1,1,1,3,6,4,0,0,0,2,2,2,1,1,1,1,1,2,5,6,5,4,1,4,1968,4,"3",4,"0",6,13,3,NA,85,NA,NA,76,2,NA,1,"",4,"",2,"",5,18,36,"",53,0,0,1,0.85,0.76,0,2,2,2,"Males",NA,NA,NA
"101",101,"Austria","Austria101","2021-12-08 22:28:48","2021-12-08 22:29:54",0,100,  00:01:05,1,"2021-12-08 22:29:54","R_UDBG3PA2vHmxSwx","anonymous","DE",1,1,1,1,3,6,NA,12,10,2,1,2,3,4,1,1,2,4,1,1,6,1,5,2,4,1980,4,"5",4,"2",6,13,5,NA,22,NA,NA,100,2,NA,1,"",1,"",1,"",1,15,50,"",41,2,1,0,0.22,1,1,1,2,3,"Females",NA,NA,NA
"102",102,"Austria","Austria102","2021-12-08 23:16:06","2021-12-08 23:17:21",0,100,  00:01:14,1,"2021-12-08 23:17:22","R_VPALM4SUZMzjLod","anonymous","DE",1,1,1,1,3,6,NA,10,8,3,85,2,85,1,2,1,2,3,3,6,4,6,4,2,4,1983,4,"5",4,"3",6,13,5,NA,100,NA,NA,100,2,NA,1,"",4,"",2,"",NA,NA,NA,"",38,3,1,1,1,1,0,5,2,5,"Females",NA,NA,NA
"103",103,"Austria","Austria103","2021-12-08 23:17:34","2021-12-08 23:18:56",0,100,  00:01:21,1,"2021-12-08 23:18:56","R_3EG1HOJmNRslY3v","anonymous","DE",1,1,1,4,3,6,4,11,0,0,1,3,84,4,2,1,2,2,2,6,4,6,4,2,4,1985,4,"6",4,"3",6,14,2,NA,380,NA,NA,76,2,NA,1,"",4,"",2,"",5,5,37,"",36,3,0,0,3.8,0.76,0,1,3,4,"Females",NA,NA,NA
"104",104,"Austria","Austria104","2021-12-08 23:19:14","2021-12-08 23:20:14",0,100,  00:01:00,1,"2021-12-08 23:20:15","R_3phTPIDB9TJQybD","anonymous","DE",0.899999976158142,1,5,4,3,6,NA,10,7,3,3,2,84,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",12,16,8,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,1,0,NA,NA,NA,3,2,4,NA,NA,NA,NA
"105",105,"Austria","Austria105","2021-12-08 23:20:58","2021-12-08 23:22:12",0,100,  00:01:14,1,"2021-12-08 23:22:13","R_2cp7yLkbYbjobwT","anonymous","DE",1,1,1,1,3,6,4,2,2,2,85,85,84,1,1,4,3,4,4,5,7,6,7,2,NA,NA,NA,"",NA,"",12,16,3,NA,200,NA,NA,NA,1,39,5,"",4,"",2,"",1,NA,NA,"",NA,NA,0,1,2,NA,0,5,5,4,"Females",NA,NA,NA
"106",106,"Austria","Austria106","2021-12-08 23:22:36","2021-12-08 23:24:20",0,100,  00:01:43,1,"2021-12-08 23:24:20","R_8Igf7TD5VqAwSfT","anonymous","DE",1,1,4,1,3,6,4,3,4,4,2,3,84,4,1,4,3,2,4,4,5,6,5,1,4,1955,4,"5",4,"2",6,12,1,NA,25,NA,NA,0,2,NA,1,"",1,"",1,"",5,16,33,"",66,2,0,0,0.25,0,1,2,3,4,"Males",NA,NA,NA
"107",107,"Austria","Austria107","2021-12-08 23:24:45","2021-12-08 23:26:37",0,100,  00:01:52,1,"2021-12-08 23:26:38","R_1hRrXPJ1ZuMmphi","anonymous","DE",1,1,5,4,3,6,4,4,6,1,84,3,2,4,1,1,2,1,2,5,4,1,4,2,4,1966,4,"2",4,"0",5,13,3,NA,34,NA,NA,100,2,NA,1,"",1,"",1,"",6,15,NA,"",55,0,0,0,0.34,1,1,4,3,2,"Females",NA,NA,NA
"108",108,"Austria","Austria108","2021-12-08 23:27:37","2021-12-08 23:28:37",0,100,  00:00:59,1,"2021-12-08 23:28:37","R_3LhkaHvlz7AgKd7","anonymous","DE",1,1,1,1,3,6,NA,5,6,2,2,1,1,4,1,1,2,3,2,6,6,5,5,1,4,1996,4,"3",4,"0",6,13,5,NA,34,NA,NA,100,2,NA,1,"",3,"",1,"",1,15,39,"",25,0,1,0,0.34,1,1,2,1,1,"Males",NA,NA,NA
"109",109,"Austria","Austria109","2021-12-08 23:29:13","2021-12-08 23:30:08",0,100,  00:00:54,1,"2021-12-08 23:30:09","R_UDSA0aGkTByZYxH","anonymous","DE",1,1,4,1,3,6,NA,12,5,7,3,84,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA
"110",110,"Austria","Austria110","2021-12-08 23:30:34","2021-12-08 23:32:16",0,100,  00:01:41,1,"2021-12-08 23:32:18","R_aa3UsJICP25vjyh","anonymous","DE",1,1,1,4,3,6,NA,0,0,0,84,3,84,1,2,1,2,2,2,6,5,4,6,1,4,1955,4,"4",4,"1",5,12,2,NA,21,NA,NA,100,2,NA,1,"",1,"",2,"",5,15,17,"",66,1,0,1,0.21,1,0,4,3,4,"Males",NA,NA,NA
